file,key,text
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0027\quest_0027_01b.json,start.description.text,"Spirits manifest in the dimension in many forms. Sometimes they possess items, swords, and even armor! See if you can hunt down $(red)5 possessed... or hollow armor$(), whatever you wanna call it, and I'll give you a rewaard for your bravery. How does that sound?"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0027\root.json,start.title.text,Hey!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0027\root.json,start.description.text,Hey there boy! Up for a lil' challenge?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0028\quest_0028_01.json,start.title.text,Haze Mountain
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0028\quest_0028_01.json,start.description.text,"Oy, did you find the mystical biome $(red)Haze Mountain $() yet?"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0028\quest_0028_01.json,complete.title.text,Is that so...
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0028\quest_0028_01.json,complete.description.text,"Is that so... That is quite disappointing to be honest. I thought there would be dragons residing in Haze Mountains... Oh well, at least now I know it's a myth. Thanks."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0028\quest_0028_01b.json,start.title.text,Great!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0028\quest_0028_01b.json,start.description.text,"They say there is a biome within this dimension in which steams flow above boiling spring water and magical fog covers the entire mountain. Brave adventurer, if you ever come across such a place, please come back and let me know how it really is!"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0028\root.json,start.title.text,Oy!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0028\root.json,start.description.text,Oy! Got a favor to ask of you... Would you listen?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0029\quest_0029_01.json,start.title.text,Mushroom Stew!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0029\quest_0029_01.json,start.description.text,Did you make the $(red)Mushroom Stew$() yet?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0029\quest_0029_01.json,complete.title.text,Is that so...
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0029\quest_0029_01.json,complete.description.text,Yum! Thanks stranger!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0029\quest_0029_01b.json,start.title.text,Mushroom Stew!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0029\quest_0029_01b.json,start.description.text,Thank you! I just want to have a taste of a good bowl of $(red)mushroom stew$().
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0029\root.json,start.title.text,Oy!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0029\root.json,start.description.text,Oy! Could you cook something for me?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0030\quest_0030_01.json,start.title.text,Blast Furnace Crafting
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0030\quest_0030_01.json,start.description.text,Hey. Have you crafted the blast furnace yet? Make sure to craft a new one instead of grabbing others!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0030\quest_0030_01.json,complete.title.text,Great!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0030\quest_0030_01.json,complete.description.text,Great! I can certainly make better equipments with this new facility. Thanks!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0030\quest_0030_01b.json,start.title.text,Thank you for listening.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0030\quest_0030_01b.json,start.description.text,Thank you for listening. My blast furnace is breaking down... Can you $(red)craft$() a new one and give it to me?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0030\root.json,start.title.text,Hey there!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0030\root.json,start.description.text,"Hey there! Ah hello stranger, could use your help with something!"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0032\quest_0032_01.json,start.title.text,A Little Help
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0032\quest_0032_01.json,start.description.text,"Hey, u got the knife? Remember, it needs to be made with iron."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0032\quest_0032_01.json,complete.title.text,Done
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0032\quest_0032_01.json,complete.description.text,"Nicely done! A fine knife it is, thanks."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0032\quest_0032_01b.json,start.title.text,A Little Help
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0032\quest_0032_01b.json,start.description.text,Good man! Could you somehow get me an $(red)iron knife$()? Mine just broke...
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0032\root.json,start.title.text,Got time?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0032\root.json,start.description.text,"Hey, can you help me out with something? It'll be quick."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0033\quest_0033_01.json,start.title.text,Exotic Meat
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0033\quest_0033_01.json,start.description.text,You got the$(red) kangaroo meat and hide$()?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0033\quest_0033_01.json,complete.title.text,Mazel Tov!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0033\quest_0033_01.json,complete.description.text,"Ahh... so this is what kangaroo is like. A tender piece of meat indeed... The hide on the other hand isn't as good as the regular leather we use. A good trophy though... Thanks a lot adventurer. I don't have much to give you... Here, take these beef slices. The carcass just came in today so it's fresh!"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0033\quest_0033_01b.json,start.title.text,Exotic Meat
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0033\quest_0033_01b.json,start.description.text,Here in the village we usually only get the regular kinds of meat. I've heard that there are creatures called kangaroos that have tender and juicing meat on their tail. Could you get me a piece of their meat? And also I'd like to have a look at their hide as well.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0033\root.json,start.title.text,Hey boy.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0033\root.json,start.description.text,Hey adventurer. Lend an ear?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0034\quest_0034_01.json,start.title.text,Stuffed Pumpkin
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0034\quest_0034_01.json,start.description.text,Have you cooked the $(yellow)stuffed pumpkin$() yet? Don't worry I understand that it takes time!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0034\quest_0034_01.json,complete.title.text,Finished
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0034\quest_0034_01.json,complete.description.text,"That smells marvelous! Thank you so much, it will feed my family for days."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0034\root.json,start.title.text,Hey there
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0034\root.json,start.description.text,"Hello kind sir. My spouse has been asking me to cook a dish called ""$(yellow)stuffed pumpkin$()"" and I'm too embarrassed to admit that I don't know how to make it... Can you cook one for me?"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_01.json,start.title.text,Knife Sharpening
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_01.json,start.description.text,Have you got the $(red)5 deepslate stones$() yet? My blade's going dull.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_01.json,complete.title.text,Finished
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_01.json,complete.description.text,"Good work! As expected, these rocks contain both coarse and fine grit levels. Thanks a lot! Here, take it, it's your reward."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_01b.json,start.title.text,Knife Sharpening
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_01b.json,start.description.text,I'm looking for good sharpening stones for my knife. I've heard good things about a material underground called deepslate that's perfect for sharpening. Can you get me $(red)3 of those deepslate stones$()?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_02.json,start.title.text,Incendium
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_02.json,start.description.text,"Remember, the Ash Barrens in the Nether. Come back to me after you visit there."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_02.json,complete.title.text,Finished
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_02.json,complete.description.text,"That is fascinating... Thank you for telling me about that place. Here's your reward. Well, off you go now... I've got an important decision to make."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_02b.json,start.title.text,Incendium
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_02b.json,start.description.text,"Ah, back so early? Well, have you been to the nether? There is a biome called Ash Barrens in the Nether. See if you can find a castle there, even if you cannot, come back to me. I want to know what that place is like, please."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_03.json,start.title.text,Incendium
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_03.json,start.description.text,The $(light_blue)Chilling Sword$(). Let me know if you find it in the ash barrens castle.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_03.json,complete.title.text,Finished
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_03.json,complete.description.text,"So... he's really gone. Thank you, for bring me closure. Keep the sword. I don't have anything else to repay you."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_03b.json,start.title.text,Sword
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\quest_0035_03b.json,start.description.text,"Inquisitive are we? Well, the truth is... My brother was a wandering trader, a peculiar one. He enjoyed traversing through the Nether dimension... Even though he knew how dangerous it was. One day he left and... never returned. He left a note telling us he's going to a castle in the ash barrens. I was going to go there myself to find out if he's really dead or not, but I'm afraid I'll never return as well. After all, it's been months since his last departure, all I want is a proper closure... He had an artifact called $(light_blue)'Chilling Sword'$(). Do you think you can go to that castle and see if you can find this weapon?"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\root.json,start.title.text,Hey
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0035\root.json,start.description.text,You there! Give me a hand wou'cha?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0036\quest_0036.json,start.title.text,A Friendly Chat
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0036\quest_0036.json,start.description.text,"Did you know that the cutting board can be used with a knife to cut down most food ingredients into smaller ingredients? It's worth experimenting a bit with not only food, but other resources such as logs or equipments!"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0036\root.json,start.title.text,Hey
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0036\root.json,start.description.text,"Ey, got some tips for ya!"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0038\cartographytable.json,start.title.text,Unlock Cartography Table
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0038\cartographytable.json,start.description.text,"Oh... hm, alright. Give me 15 emeralds and I'll teach you how to use it."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0038\cartographytable.json,complete.title.text,Here ya go.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0038\cartographytable.json,complete.description.text,"Don't get intimidated by the equipments on the table, you'll get the hang of it!"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0038\quest_0038_01.json,start.title.text,Exploration!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0038\quest_0038_01.json,start.description.text,"Return to me when you finish travelling to these 3 biomes: Ancient Sand, Volcanic Peaks, White Mesa"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0038\quest_0038_01.json,complete.title.text,Finished
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0038\quest_0038_01.json,complete.description.text,"Thank you for your detailed explanations. I think I will be able to draw them based on your description. Here, take your reward."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0038\quest_0038_01b.json,start.title.text,Exploration!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0038\quest_0038_01b.json,start.description.text,"Basically, I need help figuring out what different biomes look like so I can draw them better on the maps. As an adventurer, I thought you perfect for the job! There are 3 biomes I'm currently interested in: The white cliffs, ancient sands, and the volcanic peaks."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0038\root.json,start.title.text,Hey there!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0038\root.json,start.description.text,Hello adventurer! I could use your help with something.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0039\cartographytable.json,start.title.text,Unlock Cartography Table
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0039\cartographytable.json,start.description.text,"Oh... hm, alright. Give me 15 emeralds and I'll teach you how to use it."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0039\cartographytable.json,complete.title.text,Here ya go.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0039\cartographytable.json,complete.description.text,"Don't get intimidated by the equipments on the table, you'll get the hang of it!"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0039\quest_0039_01.json,start.title.text,Foreign Outlaws
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0039\quest_0039_01.json,start.description.text,Can you fetched me a piece of paper for me? I'll draw you a map.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0039\quest_0039_01.json,complete.title.text,Here.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0039\quest_0039_01.json,complete.description.text,"Here, the group of foreign outlaws built a place where the marker is. Go and take out the leader."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0039\root.json,start.title.text,Hey!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0039\root.json,start.description.text,"I've heard information of a group of foreign outlaws from the east side that recently came and started pillaging villages. If you can fetched me a piece of paper for me, I can draw you a map to pinpoint their location for you."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\cartographytable.json,start.title.text,Unlock Cartography Table
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\cartographytable.json,start.description.text,"Oh... hm, alright. Give me 15 emeralds and I'll teach you how to use it."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\cartographytable.json,complete.title.text,Here ya go.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\cartographytable.json,complete.description.text,"Don't get intimidated by the equipments on the table, you'll get the hang of it!"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\quest_0040_01.json,start.title.text,An Impossible Task!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\quest_0040_01.json,start.description.text,"Come back when you've tamed an elephant... Actually, if."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\quest_0040_01.json,complete.title.text,Thanks!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\quest_0040_01.json,complete.description.text,"Huh. You actually did it. Well, I heard these giant creatures love acacia blossoms. Here, don't ask why I've got them."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\quest_0040_01b.json,start.title.text,An Impossible Task!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\quest_0040_01b.json,start.description.text,"Did you know that there are these gigantic creatures called elephants residing in savanna biomes? Well, some of our kind managed to tame them. Think you can do it? Taming an elephant?"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\quest_0040_02.json,start.title.text,So?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\quest_0040_02.json,start.description.text,"So, got the scute?"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\quest_0040_02.json,complete.title.text,Thanks!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\quest_0040_02.json,complete.description.text,"Oh well what have we here. Hope that task didn't give you any scar, haha! Here's your reward, I heard your kind likes diamonds."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\quest_0040_02b.json,start.title.text,Map
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\quest_0040_02b.json,start.description.text,"Back for more, ey? Well, got another challenge for you, hunt down the reptilian beasts called crocodiles and bring me their scute. These creatures reside in swamp biomes. Be careful though, these creatures are ridiculously strong."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\root.json,start.title.text,Hey there!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0040\root.json,start.description.text,"Hey adventurer! Got a challenge for you, up for it?"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0041\cartographytable.json,start.title.text,Unlock Cartography Table
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0041\cartographytable.json,start.description.text,"Oh... hm, alright. Give me 15 emeralds and I'll teach you how to use it."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0041\cartographytable.json,complete.title.text,Here ya go.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0041\cartographytable.json,complete.description.text,"Don't get intimidated by the equipments on the table, you'll get the hang of it!"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0041\quest_0041_01.json,start.title.text,Yearnin' for a Burger
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0041\quest_0041_01.json,start.description.text,Did you get the time to prepare the hamburger?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0041\quest_0041_01.json,complete.title.text,Thanks!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0041\quest_0041_01.json,complete.description.text,That is marvelous! I'll save it for later. Thanks a lot.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0041\root.json,start.title.text,Hey there!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0041\root.json,start.description.text,"You look like a good cook. Could you cook something for me? There's a dish called $(red)Hamburger$(), do you know how to prepare that dish?"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0042\cartographytable.json,start.title.text,Unlock Cartography Table
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0042\cartographytable.json,start.description.text,"Oh... hm, alright. Give me 15 emeralds and I'll teach you how to use it."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0042\cartographytable.json,complete.title.text,Here ya go.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0042\cartographytable.json,complete.description.text,"Don't get intimidated by the equipments on the table, you'll get the hang of it!"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0042\quest_0042_01.json,start.title.text,Craft a Compass!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0042\quest_0042_01.json,start.description.text,It isn't that hard of a task is it? Craft a compass.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0042\quest_0042_01.json,complete.title.text,Thanks!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0042\quest_0042_01.json,complete.description.text,"Good job. Run along now, did you expect a reward?"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0042\root.json,start.title.text,Hey there!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0042\root.json,start.description.text,"If you call yourself an adventurer, you gotta have a compass! Craft a $(red)compass$() and return to me."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0043\quest_0043_01.json,start.title.text,So?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0043\quest_0043_01.json,start.description.text,10 emeralds and I'll teach you how to use the cartography table.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0043\quest_0043_01.json,complete.title.text,Here ya go.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0043\quest_0043_01.json,complete.description.text,"Don't get intimidated by the equipments on the table, you'll get the hang of it!"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0043\root.json,start.title.text,Hey there!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0043\root.json,start.description.text,Hello my good sir. How would you like to learn to use the cartography table? It only costs 10 emeralds!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0044\quest_0044_01.json,start.title.text,So?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0044\quest_0044_01.json,start.description.text,Forgot already? I need 5 spider eyes.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0044\quest_0044_01.json,complete.title.text,Thanks!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0044\quest_0044_01.json,complete.description.text,Thanks for your help!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0044\root.json,start.title.text,Hey!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0044\root.json,start.description.text,"Hey there, could you help me get $(red)5 spider eyes$()?"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0045\quest_0045_01.json,start.title.text,So?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0045\quest_0045_01.json,start.description.text,"Did yuo get the $(red)5 Blaze Rods$()? No worries, I know how hard it could be."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0045\quest_0045_01.json,complete.title.text,Thanks!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0045\quest_0045_01.json,complete.description.text,Well done. These materials are hard to come by here in the village. I'll use them sparingly. Thanks.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0045\root.json,start.title.text,Hey!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0045\root.json,start.description.text,"Hello there, could you help me get $(red)5 blaze rods$()? from the Nether dimension?"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0046\quest_0046_01.json,start.title.text,Hello
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0046\quest_0046_01.json,start.description.text,It seems you haven't finished your contract yet. Or did you forget what your contract was? Defeat $(red)2 silver beasts$().
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0046\quest_0046_01.json,complete.title.text,Here.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0046\quest_0046_01.json,complete.description.text,"You did well. I can feel the evil forces stopping their advances briefly. But their conquest is never ending, talk to me again if you wish for another contract."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0046\quest_0046_01b.json,start.title.text,Exterminate
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0046\quest_0046_01b.json,start.description.text,"There is a new type of evil manifesting in the dimension. These half man, half beasts are called $(red)silver beasts$(). You can find them wandering around at night. Exterminate 2 of these unholy creatures, and come back to me."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0046\quest_0046_02.json,start.title.text,Hello
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0046\quest_0046_02.json,start.description.text,"It seems you haven't finished your contract yet., or did you forget your assignment? Bring me $()5 orcs teeth$() as proof of your extermination task."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0046\quest_0046_02.json,complete.title.text,Here.
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0046\quest_0046_02.json,complete.description.text,"Well done. I have no more task for you at the moment. Just know that evil is always lurking about, stay vigilant."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0046\quest_0046_02b.json,start.title.text,Exterminate
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0046\quest_0046_02b.json,start.description.text,"Hello again, my next contract for you, is to exterminate orcs that roam around our land. These humanoid monsters have set up camps everywhere. I'm sure you've seen a few. Retrieve at least 6 orcs teeth and bring them to me as proof."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0046\root.json,start.title.text,Hey!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0046\root.json,start.description.text,"Greetings. I've got some extermination contracts for you, adventurer."
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0047\quest_0047_01.json,start.title.text,So?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0047\quest_0047_01.json,start.description.text,Did you get the $(red)ghast tear$()?
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0047\quest_0047_01.json,complete.title.text,Thanks!
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0047\quest_0047_01.json,complete.description.text,"Nice, exactly what I needed. Thanks for your help!"
c:\Users\stoyk\OneDrive\Desktop\Переклад\data\quest_giver\quests\quest_0047\root.json,start.title.text,Hey!
